1571943535.08, +1.170403E+04
1571943535.99, +1.170098E+04
1571943536.89, +1.170109E+04
1571943537.8, +1.169856E+04
1571943538.71, +1.169856E+04
1571943539.61, +1.169808E+04
1571943540.52, +1.169598E+04
1571943541.42, +1.169645E+04
1571943542.33, +1.169524E+04
1571943543.24, +1.169505E+04
1571943544.15, +1.169494E+04
1571943545.05, +1.169364E+04
1571943545.96, +1.169442E+04
1571943546.87, +1.169271E+04
1571943547.78, +1.169307E+04
1571943548.68, +1.169146E+04
1571943549.59, +1.169196E+04
1571943550.5, +1.169137E+04
1571943551.41, +1.169120E+04
1571943552.31, +1.169117E+04
1571943553.22, +1.169037E+04
1571943554.13, +1.169024E+04
1571943555.04, +1.168919E+04
1571943555.94, +1.168970E+04
1571943556.85, +1.168993E+04
1571943557.76, +1.168936E+04
1571943558.67, +1.168870E+04
1571943559.57, +1.168909E+04
1571943560.48, +1.168887E+04
1571943561.39, +1.168799E+04
1571943562.29, +1.168919E+04
1571943563.2, +1.168764E+04
1571943564.11, +1.168837E+04
1571943565.01, +1.168878E+04
1571943565.92, +1.168781E+04
1571943566.83, +1.168899E+04
1571943567.73, +1.168777E+04
1571943568.64, +1.168791E+04
1571943569.54, +1.168881E+04
1571943570.45, +1.168789E+04
1571943571.35, +1.168745E+04
1571943572.26, +1.168892E+04
1571943573.16, +1.168844E+04
1571943574.07, +1.168802E+04
1571943574.97, +1.168836E+04
1571943575.88, +1.168848E+04
1571943576.78, +1.168773E+04
1571943577.69, +1.168763E+04
1571943578.6, +1.168796E+04
1571943579.5, +1.168724E+04
1571943580.4, +1.168680E+04
1571943581.31, +1.168781E+04
1571943582.22, +1.168636E+04
1571943583.12, +1.168646E+04
1571943584.02, +1.168658E+04
1571943584.93, +1.168607E+04
1571943585.84, +1.168458E+04
1571943586.74, +1.168537E+04
1571943587.64, +1.168539E+04
1571943588.55, +1.168482E+04
1571943589.45, +1.168380E+04
1571943590.36, +1.168470E+04
1571943591.26, +1.168429E+04
1571943592.16, +1.168339E+04
1571943593.07, +1.168291E+04
1571943593.97, +1.168421E+04
1571943594.88, +1.168306E+04
1571943595.79, +1.168312E+04
1571943596.69, +1.168362E+04
1571943597.6, +1.168182E+04
1571943598.51, +1.168297E+04
1571943599.41, +1.168337E+04
1571943600.31, +1.168284E+04
1571943601.22, +1.168284E+04
1571943602.12, +1.168384E+04
1571943603.02, +1.168406E+04
1571943603.93, +1.168281E+04
1571943604.83, +1.168332E+04
1571943605.74, +1.168254E+04
1571943606.64, +1.168182E+04
1571943607.55, +1.168163E+04
1571943608.45, +1.168169E+04
1571943609.36, +1.168113E+04
1571943610.26, +1.167996E+04
1571943611.17, +1.168107E+04
1571943612.07, +1.168097E+04
1571943612.98, +1.168038E+04
1571943613.88, +1.168170E+04
1571943614.79, +1.168178E+04
1571943615.69, +1.168141E+04
1571943616.59, +1.168107E+04
1571943617.49, +1.168152E+04
1571943618.4, +1.168267E+04
1571943619.3, +1.168310E+04
1571943620.21, +1.168192E+04
1571943621.11, +1.168338E+04
1571943622.02, +1.168328E+04
1571943622.92, +1.168246E+04
1571943623.83, +1.168293E+04
1571943624.73, +1.168306E+04
1571943625.64, +1.168141E+04
1571943626.54, +1.168126E+04
1571943627.45, +1.168178E+04
1571943628.35, +1.168047E+04
1571943629.26, +1.167992E+04
1571943630.16, +1.168089E+04
1571943631.07, +1.168030E+04
1571943631.97, +1.167979E+04
1571943632.88, +1.168052E+04
1571943633.78, +1.168063E+04
1571943634.68, +1.167944E+04
1571943635.59, +1.167843E+04
1571943636.5, +1.167866E+04
1571943637.4, +1.167653E+04
1571943638.31, +1.167657E+04
1571943639.21, +1.167720E+04
1571943640.12, +1.167573E+04
1571943641.03, +1.167650E+04
1571943641.93, +1.167527E+04
1571943642.84, +1.167525E+04
1571943643.74, +1.167587E+04
1571943644.65, +1.167644E+04
1571943645.55, +1.167515E+04
1571943646.46, +1.167645E+04
1571943647.36, +1.167597E+04
1571943648.27, +1.167481E+04
1571943649.17, +1.167502E+04
1571943650.08, +1.167588E+04
1571943650.98, +1.167430E+04
1571943651.89, +1.167325E+04
1571943652.79, +1.167328E+04
1571943653.7, +1.167193E+04
1571943654.6, +1.166973E+04
1571943655.5, +1.166894E+04
1571943656.41, +1.166888E+04
1571943657.31, +1.166730E+04
1571943658.22, +1.166560E+04
1571943659.12, +1.166417E+04
1571943660.03, +1.166419E+04
1571943660.94, +1.166111E+04
1571943661.84, +1.165945E+04
1571943662.74, +1.165809E+04
1571943663.65, +1.165573E+04
1571943664.56, +1.165233E+04
1571943665.46, +1.165088E+04
1571943666.36, +1.164765E+04
1571943667.27, +1.164360E+04
1571943668.18, +1.164139E+04
1571943669.08, +1.163767E+04
1571943669.99, +1.163295E+04
1571943670.89, +1.162862E+04
1571943671.8, +1.162564E+04
1571943672.7, +1.162027E+04
1571943673.61, +1.161494E+04
1571943674.51, +1.160990E+04
1571943675.41, +1.160482E+04
1571943676.32, +1.159903E+04
1571943677.23, +1.159193E+04
1571943678.13, +1.158598E+04
1571943679.04, +1.157913E+04
1571943679.94, +1.157047E+04
1571943680.85, +1.156419E+04
1571943681.75, +1.155517E+04
1571943682.66, +1.154550E+04
1571943683.56, +1.153589E+04
1571943684.47, +1.152683E+04
1571943685.37, +1.151620E+04
1571943686.27, +1.150485E+04
1571943687.18, +1.149442E+04
1571943688.08, +1.148838E+04
1571943688.99, +1.148478E+04
1571943689.9, +1.148109E+04
