1571944396.13, +1.517436E+04
1571944397.04, +1.515415E+04
1571944397.94, +1.519120E+04
1571944398.85, +1.520386E+04
1571944399.75, +1.521343E+04
1571944400.66, +1.524602E+04
1571944401.56, +1.524994E+04
1571944402.46, +1.527135E+04
1571944403.37, +1.525493E+04
1571944404.27, +1.521744E+04
1571944405.18, +1.518599E+04
1571944406.09, +1.516371E+04
1571944406.99, +1.516379E+04
1571944407.89, +1.518107E+04
1571944408.8, +1.520646E+04
1571944409.71, +1.519824E+04
1571944410.62, +1.522082E+04
1571944411.52, +1.524570E+04
1571944412.43, +1.527170E+04
1571944413.34, +1.529919E+04
1571944414.25, +1.532351E+04
1571944415.15, +1.536091E+04
1571944416.06, +1.534082E+04
1571944416.97, +1.531097E+04
1571944417.87, +1.530168E+04
1571944418.78, +1.528754E+04
1571944419.69, +1.525079E+04
1571944420.6, +1.521186E+04
1571944421.5, +1.515979E+04
1571944422.41, +1.515612E+04
1571944423.32, +1.516425E+04
1571944424.23, +1.518870E+04
1571944425.13, +1.522542E+04
1571944426.04, +1.523374E+04
1571944426.95, +1.528538E+04
1571944427.85, +1.532961E+04
1571944428.75, +1.533674E+04
1571944429.66, +1.534148E+04
1571944430.56, +1.534901E+04
1571944431.47, +1.535012E+04
1571944432.38, +1.536258E+04
1571944433.28, +1.536521E+04
1571944434.19, +1.537086E+04
1571944435.09, +1.538564E+04
1571944436.0, +1.540146E+04
1571944436.91, +1.540862E+04
1571944437.81, +1.535550E+04
1571944438.72, +1.534088E+04
1571944439.62, +1.534161E+04
1571944440.53, +1.531964E+04
1571944441.43, +1.531612E+04
1571944442.33, +1.533703E+04
1571944443.23, +1.531251E+04
1571944444.14, +1.531590E+04
1571944445.05, +1.535309E+04
1571944445.95, +1.533549E+04
1571944446.86, +1.531836E+04
1571944447.76, +1.532943E+04
1571944448.66, +1.529641E+04
1571944449.57, +1.530201E+04
1571944450.48, +1.530609E+04
1571944451.38, +1.531044E+04
1571944452.29, +1.531449E+04
1571944453.19, +1.530958E+04
1571944454.1, +1.530585E+04
1571944455.01, +1.526101E+04
1571944455.91, +1.526519E+04
1571944456.82, +1.531878E+04
1571944457.72, +1.530809E+04
1571944458.63, +1.528317E+04
1571944459.53, +1.528496E+04
1571944460.43, +1.526308E+04
1571944461.34, +1.527483E+04
1571944462.25, +1.534429E+04
1571944463.15, +1.542838E+04
1571944464.06, +1.544437E+04
1571944464.96, +1.538122E+04
1571944465.87, +1.532457E+04
1571944466.77, +1.527307E+04
1571944467.67, +1.526429E+04
1571944468.58, +1.526102E+04
1571944469.48, +1.524395E+04
1571944470.38, +1.523152E+04
1571944471.29, +1.519606E+04
1571944472.19, +1.514774E+04
1571944473.1, +1.511446E+04
1571944474.0, +1.508363E+04
1571944474.91, +1.509697E+04
1571944475.81, +1.510017E+04
1571944476.72, +1.507223E+04
1571944477.62, +1.502563E+04
1571944478.53, +1.498912E+04
1571944479.43, +1.495557E+04
1571944480.34, +1.493875E+04
1571944481.24, +1.493207E+04
1571944482.15, +1.497781E+04
1571944483.05, +1.500622E+04
1571944483.96, +1.501053E+04
1571944484.87, +1.501745E+04
1571944485.77, +1.501414E+04
1571944486.67, +1.501001E+04
1571944487.57, +1.503483E+04
1571944488.48, +1.504885E+04
1571944489.39, +1.504480E+04
