0.00000e+00,-1.12057e-12
 5.00000e+00, 6.57829e-10
 1.00000e+01, 9.82193e-10
 1.50000e+01, 1.39692e-09
 2.00000e+01, 1.96463e-09
 2.50000e+01, 2.83437e-09
 3.00000e+01, 4.48500e-09
 3.50000e+01, 5.99009e-09
 4.00000e+01, 8.18065e-09
 4.50000e+01, 1.17303e-08
 5.00000e+01, 1.79398e-08
 5.02500e+01, 1.83444e-08
 5.05000e+01, 1.87789e-08
 5.07500e+01, 1.92212e-08
 5.10000e+01, 1.96801e-08
 5.12500e+01, 2.01576e-08
 5.15000e+01, 2.06536e-08
 5.17500e+01, 2.11693e-08
 5.20000e+01, 2.16959e-08
 5.22500e+01, 2.22472e-08
 5.25000e+01, 2.28187e-08
 5.27500e+01, 2.34176e-08
 5.30000e+01, 2.40412e-08
 5.32500e+01, 2.46873e-08
 5.35000e+01, 2.53631e-08
 5.37500e+01, 2.60595e-08
 5.40000e+01, 2.67851e-08
 5.42500e+01, 2.75361e-08
 5.45000e+01, 2.83284e-08
 5.47500e+01, 2.91503e-08
 5.50000e+01, 3.00162e-08
 5.52500e+01, 3.09195e-08
 5.55000e+01, 3.18687e-08
 5.57500e+01, 3.28661e-08
 5.60000e+01, 3.39076e-08
 5.62500e+01, 3.50052e-08
 5.65000e+01, 3.61512e-08
 5.67500e+01, 3.73677e-08
 5.70000e+01, 3.86382e-08
 5.72500e+01, 3.99932e-08
 5.75000e+01, 4.14046e-08
 5.77500e+01, 4.29175e-08
 5.80000e+01, 4.45136e-08
 5.82500e+01, 4.62193e-08
 5.85000e+01, 4.80276e-08
 5.87500e+01, 4.99708e-08
 5.90000e+01, 5.20432e-08
 5.92500e+01, 5.42702e-08
 5.95000e+01, 5.66598e-08
 5.97500e+01, 5.92359e-08
 6.00000e+01, 6.20136e-08
 6.00500e+01, 6.25294e-08
 6.01000e+01, 6.31153e-08
 6.01500e+01, 6.37347e-08
 6.02000e+01, 6.43500e-08
 6.02500e+01, 6.49795e-08
 6.03000e+01, 6.55715e-08
 6.03500e+01, 6.62267e-08
 6.04000e+01, 6.68948e-08
 6.04500e+01, 6.75642e-08
 6.05000e+01, 6.82547e-08
 6.05500e+01, 6.88944e-08
 6.06000e+01, 6.96109e-08
 6.06500e+01, 7.03372e-08
 6.07000e+01, 7.10851e-08
 6.07500e+01, 7.18409e-08
 6.08000e+01, 7.25584e-08
 6.08500e+01, 7.33163e-08
 6.09000e+01, 7.41183e-08
 6.09500e+01, 7.49256e-08
 6.10000e+01, 7.57571e-08
 6.10500e+01, 7.65394e-08
 6.11000e+01, 7.73947e-08
 6.11500e+01, 7.82571e-08
 6.12000e+01, 7.91486e-08
 6.12500e+01, 8.00595e-08
 6.13000e+01, 8.09298e-08
 6.13500e+01, 8.19010e-08
 6.14000e+01, 8.28898e-08
 6.14500e+01, 8.39014e-08
 6.15000e+01, 8.49309e-08
 6.15500e+01, 8.59257e-08
 6.16000e+01, 8.69994e-08
 6.16500e+01, 8.80984e-08
 6.17000e+01, 8.92364e-08
 6.17500e+01, 9.03975e-08
 6.18000e+01, 9.15188e-08
 6.18500e+01, 9.27560e-08
 6.19000e+01, 9.40158e-08
 6.19500e+01, 9.53188e-08
 6.20000e+01, 9.66417e-08
 6.20500e+01, 9.79257e-08
 6.21000e+01, 9.93150e-08
 6.21500e+01, 1.00775e-07
 6.22000e+01, 1.02254e-07
 6.22500e+01, 1.03790e-07
 6.23000e+01, 1.05252e-07
 6.23500e+01, 1.06894e-07
 6.24000e+01, 1.08562e-07
 6.24500e+01, 1.10295e-07
 6.25000e+01, 1.12079e-07
 6.25500e+01, 1.13812e-07
 6.26000e+01, 1.15705e-07
 6.26500e+01, 1.17688e-07
 6.27000e+01, 1.19732e-07
 6.27500e+01, 1.21837e-07
 6.28000e+01, 1.23891e-07
 6.28500e+01, 1.26131e-07
 6.29000e+01, 1.28492e-07
 6.29500e+01, 1.30936e-07
 6.30000e+01, 1.33502e-07
 6.30500e+01, 1.36002e-07
 6.31000e+01, 1.38773e-07
 6.31500e+01, 1.41686e-07
 6.32000e+01, 1.44715e-07
